id,Name,mrp,components,company
329,ROCKBON TABLETS,168.00,"Each film coated tablet contains: Elemental Calcium 250 mg,derived from Calcium Citrate Maleate,Calcitriol BP 0.25 mcg",ABBOTT
330,ROCKBON D 400 IU TAB 10S,77.51,"Each film coated tablet contains: Calcium citrate malate 1250 mg, equivalent to Elemental calcium 250 mg, Vitamin D3 I.P. 400 IU (added as Vitamin D3 stabilized 4 mg) Colour: Iron oxide Yellow.
",ABBOTT
331,THIOSPAS 4 MG CAPSULES,132.00,Each hard gelatin capsule contains Thiocolchicoside 4 mg.,ABBOTT
332,THIOSPAS 8 MG CAPSULES,234.30,Each hard gelatin capsule contains Thiocolchicoside 8 mg.,ABBOTT
333,THIOSPAS A 4 TABLETS 10 TABS,168.30,"Each film coated tablet contains: Thiocolchiocoside 4 mg,Aceclofenac 100mg",ABBOTT
334,THIOSPAS A 8 TABLETS 10 TABS,233.00,"Each film coated tablet contains: Thiocolchiocoside 8 mg,Aceclofenac 100mg",ABBOTT
335,Megamox -250 DT - 10's,61.43,"Each dispersible tablet contains- 
Amoxicillin Trihydrate IP equivalent to Amoxicillin 250 mg",ABBOTT
336,Megamox -500 DT- 10's,108.85,"Each capsule contains-
Amoxicillin Trihydrate IP equivalent to Amoxicillin 500 mg",ABBOTT
337,Megamox CV Dry Syrup 30ml,55.07,Amoxicillin 200mg & Clavulanic Acid 28.5mg / 5ml ,ABBOTT
338,Megamox CV KID Tablets 10's,108.30,Amoxicillin 200mg & Clavulanic Acid 28.5mg ,ABBOTT
339,Megamox CV Tablets 375mg 10s,145.20,Amoxicillin 250mg & Clavulanic Acid 125mg ,ABBOTT
340,Megamox CV Tablets 625mg 10's,157.02,Amoxicillin 500mg & Clavulanic Acid 125mg ,ABBOTT
341,Megamox CV Duo Tab 6's,146.34,Each film coated tablets contains: Amoxycillin Trihydrate IP eq. to Amoxycillin  875mg                          Potassium Clavulanate IP (as Potassium Clavulanate Diluted IP) eq. to Clavulanic Acid  125mg Colour: Titanium Dioxide IP,ABBOTT
342,Megamox CV DUO dry Syrup,114.35,Each 5ml of reconstituted suspension contains: Amoxycillin Trihydrate IP Equivalent to Amoxycillin 400mg  Potassium Clavulanate Diluted IP eq. to Clavulanic Acid  57mg,ABBOTT
343,Novonorm Tabs .5mg 30,200.00,"Each uncoated tablet contains :
Repaglinide    0.5mg",ABBOTT
344,Novonorm Tabs 1mg 30,335.00,"Each uncoated tablet contains :
Repaglinide    1mg",ABBOTT
345,Novonorm Tabs 2mg 30,500.00,"Each uncoated tablet contains :
Repaglinide    2mg",ABBOTT
346,NovoSeven 1 Mg,43450.00,"Eptacog alfa (activated) 1mg / vial (corresponds to  50 KIU/vial), 1KIU equals 1000 IU (International Units) After reconstitution 1ml solution contains 1mg eptacogalfa (activated).",ABBOTT
347,NovoSeven 2 Mg,86900.00,"Eptacog alfa (activated) 2mg / vial (corresponds to 100 KIU/vial), 1KIU equals 1000 IU (International Units) After reconstitution 1ml solution contains 1mg eptacogalfa (activated).",ABBOTT
348,Human Insulatard 40 iu Vials,143.43,"Each ml suspension contains:
Insulin Human Ph.Eur.40 IU,
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)
Insulin Metacresol U.S.P. 1.5mg and Phenol I.P. 0.65 mg ( as preservatives ),
Water for injection I.P. q.s. Excipients q.s.",ABBOTT
349,Human Mixtard 40 iu Vials,143.43,"Each ml suspension contains:
Insulin Human Ph.Eur.40 IU,
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)
(30% as soluble insulin injection 
and 70% as isophane insulin injection)  
Insulin Metacresol U.S.P. 1.5mg and Phenol I.P. 0.65 mg ( as preservatives ),
Water for injection I.P. q.s. Excipients q.s.",ABBOTT
350,Human Actrapid 40 iu Vials,143.43,"Each ml suspension contains:
Insulin Human Ph.Eur.40 IU,
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)
Metacresol U.S.P. 3.0 mg (as preservatives)
Water for injection I.P. q.s. Excipients q.s.",ABBOTT
351,Human Mixtard 50  40 iu Vials,155.00,"Each ml suspension contains:
Insulin Human Ph.Eur.40 IU,
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)
(30% as soluble insulin injection 
and 70% as isophane insulin injection)  
Insulin Metacresol U.S.P. 1.5mg and Phenol I.P. 0.65 mg ( as preservatives ),
Water for injection I.P. q.s. Excipients q.s.",ABBOTT
352,Human Mixtard 100  iu Vials,410.00,"Each ml suspension contains:
100 IU as (3.5mg) Insulin, Human Ph.Eur.
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)
(30% as soluble insulin injection 
and 70% as isophane insulin injection)  
Metacresol 1.5mg & Phenol 0.65 mg (as preservatives)       Excipients q.s.",ABBOTT
353,Actrapid HM Penfil 5x3ml,1250.00,"Each ml solution contains: 
100 IU (3.5mg) of insulin,Human Ph.Eur
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)  Metacresol 3.0mg ( as preservative) Excipients q.s.",ABBOTT
354,Mixtard HM 30 Penfill 5's x 3ml,1325.00,"Each ml solution contains: 
100 IU (3.5mg) of insulin,Human Ph.Eur
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)  
(30% as soluble insulin injection 
and 70% as isophane insulin injection)
Metacresol 1.5mg and Phenol 0.65 mg ( as preservative) Excipients q.s.",ABBOTT
355,Mixtard HM 50 Penfill 5's x 3ml,1325.00,"Each ml suspension contains: 
100 IU (3.5mg) of insulin,Human Ph.Eur
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)  
(50% as soluble insulin injection 
and 50% as isophane insulin injection)
Metacresol 1.5mg and Phenol 0.65 mg ( as preservative) Excipients q.s.",ABBOTT
356,Insulatard HM Penfill 5x3ml,1250.00,"Each ml suspension contains: 
100 IU (3.5mg) of insulin,Human Ph.Eur
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin)  
Metacresol 1.5mg and Phenol 0.65 mg ( as preservative) Excipients q.s.",ABBOTT
357,Novomix 30 Flexpen,3362.22,Mixure of soluble Insulin aspart and protamine crystalised Insulin aspart (Monocomponent Human recombinant DNA insulin) in 100 U/ml 3ml precision delivery device,ABBOTT
358,NovoRapid Vial,1750.00,"Each ml solution contains:
100 U as (3.5mg) Insulin aspart, 
Biosynthetic (r-DNA insulin)                                           (Solution for injection for i.v. or s.c. use) 
Phenol 1.5 mg & Metacresol 1.72mg (as preservatives)       Excipients q.s.",ABBOTT
359,Novo Rapid Flexpen,3600.00,Soluble Insulin aspart (Monocomponent Human Recombinant DNA insulin) in 100 U/ml 3ml precision delivery device,ABBOTT
360,NovoRapid Penfill,2650.00,Solution for injection for S. C. use                      insulin aspart                                                         Biosynthetic (r-DNA insulin),ABBOTT
361,NovoMix Penfill,2650.00,"Spension for injection for S. C. use.                Mixure of Insulin aspart and protamine crystalised Insulin aspart,                         Biosynthetic (r-DNA insulin)",ABBOTT
362,Levemir Flexpen,5450.00,Recombinant Insulin Determir Solution for Injection.Levemir Flexpen 100 U/ml in 3ml precision delivery device including Novofine Needles,ABBOTT
363,Glucagen Hypokit,900.00,"1 Vial contains :                                                                                Glucagon Hydrochloride ……………………….. 1mg (1 IU)
Lactose …………….. 107mg                                                                                1 syringe containing :                                                                                           water for injection ................... 1ml",ABBOTT
364,Victoza,4840.00,"Liraglutide, Glucagon-like  
peptide-1 analogue (GLP-1 Analogue), 
(Biosynthetic  r-DNA origin)                                                               Victoza® , 6mg / ml ",ABBOTT
365,Actrapid FlexPen,1950.00,"Soluble Insulin injection
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin) -100IU/ml 
in 3ml precision delivery device",ABBOTT
366,Insultard FlexPen,1950.00,"Isophane Insulin injection
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin) -100IU/ml 
in 3ml precision delivery device",ABBOTT
367,Mixtard 30 FlexPen,1950.00,"Biphasic Isophane Insulin injection
Monocomponent Human Insulin,
Biosynthetic (r-DNA insulin) ,                                                             Mixture of soluble, Neutral Human Insulin solution (30%) and Isophane Insulin Suspension (70%) -100IU/ml 
in 3ml precision delivery device",ABBOTT
368,Novomix 50 FlexPen,3388.00,Mixure of soluble Insulin aspart and protamine crystalised Insulin aspart in the ratio of 50/50 (Monocomponent Human recombinant DNA insulin) in 100 U/ml 3ml precision delivery device,ABBOTT
369,Ryzodeg Flex Touch,1750.00,"1 ml solution contains 100 units of insulin degludec / insulin aspart (equivalent to 2.56mg / 1.05mg),glycerol,metacresol,phenol,sodium chloride,zinc acetate,hydrocholoric acid and sodium hydroxide(for PH adjustment)and water for injections",ABBOTT
370,Tresiba Flextouch,1850.00,Insulin degludec 100IU/ml (3ml) contains insulin degludec (Monocomponent Biosynthetic r-DNA insulin) solution for subcutaneous injection in a prefilled pen ,ABBOTT
371,Novopen 4,675.00,N/A,ABBOTT
372,Novofine Needles 100's,1250.00,N/A,ABBOTT
373,NOVO EIGHT 1000 IU,46400.00,"Turoctocog alfa, human coagulation factor VIII (Biosynthetic rDNA origin) 1000IU/Vial with administration kit",ABBOTT
374,NOVO EIGHT 1500 IU,69600.00,"Turoctocog alfa, human coagulation factor VIII (Biosynthetic rDNA origin) 1500IU/Vial with administration kit. ",ABBOTT
375,NOVO EIGHT 250 IU,11600.00,"Turoctocog alfa, human coagulation factor VIII (Biosynthetic rDNA origin) 250IU/Vial with administration kit.",ABBOTT
376,NOVO EIGHT 500 IU,23200.00,"Turoctocog alfa, human coagulation factor VIII (Biosynthetic rDNA origin) 500IU/Vial with administration kit. ",ABBOTT
377,Novomix 50 Penfill  5X 3ml,2890.00,Mixture of soluble insulin aspart and protamine crystallised insulin aspart (50/50) 100 U/ml in 3.0 ml precision delivery device (Monocomponent Biosynthetic r-DNA insulin),ABBOTT
378,Xultophy FlexTouch 1 x 3ML,4740.00,Insulin degludec/liraglutide 100IU/ml (3ml) contains insulin degludec (100 units/ml) and liraglutide (3.6 mg/ml) (Monocomponent Biosynthetic r-DNA insulin) solution for injection in a prefilled pen for s.c use,ABBOTT
379,NovoSeven 1 Mg,45750.00,"Eptacog alfa (activated), Human recombinant coagulation Factor VII activated 1 mg (50 KIU) to be used with reconstitution solvent (prefilled syringe) and Infusion Kit. ",ABBOTT
380,NovoSeven 2 Mg,91500.00,"Eptacog alfa (activated), Human recombinant coagulation Factor VII activated 2 mg (100 KIU) to be used with reconstitution solvent (prefilled syringe) and Infusion Kit",ABBOTT
381,Ryzodeg Penfill,6800.00,"Insulin degludec/insulin aspart 100IU/ml (3ml) contains 70% soluble insulin degludec and soluble insulin aspart, in a cartridge to be used with precision insulin delivery system  (Monocomponent Biosynthetic r-DNA insulin) ",ABBOTT
